"Season","Name","Team","Pos","Inn","playerid"
"2022","Chris Owings","BAL","SS","63.0","10030"
"2021","Yoshi Tsutsugo","- - -","LF","74.1","27459"
"2018","Mikie Mahtook","DET","LF","448.1","13130"
"2013","Collin Cowgill","- - -","LF","124.1","7250"
"2016","Jarrod Saltalamacchia","DET","1B","64.0","5557"
"2004","Matt Diaz","TBD","RF","9.0","1771"
"2009","Melky Cabrera","NYY","RF","177.0","4022"
"2011","John Mayberry","PHI","1B","100.0","3390"
"2014","Colby Rasmus","TOR","CF","719.1","9893"
"2015","Carlos Correa","HOU","SS","870.2","14162"
"2004","Edgardo Alfonzo","SFG","2B","42.0","859"
"2017","Mikie Mahtook","DET","LF","113.1","13130"
"2014","Adam Duvall","SFG","1B","148.1","10950"
"2004","Marco Scutaro","OAK","2B","968.2","1555"
"2012","Kevin Youkilis","- - -","1B","125.1","1935"
"2018","Alcides Escobar","KCR","SS","905.1","6310"
"2009","Tony Pena","KCR","SS","166.0","2240"
"2005","Chad Tracy","ARI","1B","652.2","1888"
"2019","Stevie Wilkerson","BAL","RF","63.0","16041"
"2016","Tommy Pham","STL","LF","123.2","2967"
"2015","J.P. Arencibia","TBR","C","153.0","697"
"2009","Jayson Werth","PHI","LF","28.1","1327"
"2013","Ryan Roberts","TBR","2B","286.1","5653"
"2005","Mike Cameron","NYM","RF","593.0","1070"
"2021","Ehire Adrianza","ATL","RF","108.0","8418"
"2008","Andy Gonzalez","CLE","3B","12.0","3669"
"2019","Joey Rickard","- - -","LF","151.1","13277"
"2005","Ramon Martinez","- - -","2B","39.0","1120"
"2002","Moises Alou","CHC","RF","29.0","261"
"2021","Chris Taylor","LAD","3B","81.0","13757"
"2013","Tyler Greene","CHW","2B","128.0","4675"
"2019","Steve Pearce","BOS","1B","130.0","9957"
"2017","Josh Reddick","HOU","CF","69.0","3892"
"2016","Charlie Culberson","LAD","2B","64.0","3298"
"2003","Daryle Ward","LAD","1B","95.1","579"
"2003","Jacque Jones","MIN","RF","81.0","735"
"2019","Pablo Reyes","PIT","RF","75.0","16357"
"2012","Mauro Gomez","BOS","1B","125.0","5342"
"2004","Juan Rivera","MON","CF","97.1","843"
"2021","Isan Diaz","MIA","2B","270.1","17922"
"2013","Andy Dirks","DET","LF","868.2","6453"
"2006","Chad Tracy","ARI","3B","1278.0","1888"
"2013","Kevin Youkilis","NYY","3B","185.1","1935"
"2010","Nate McLouth","ATL","LF","52.0","3190"
"2011","Brandon Belt","SFG","1B","203.0","10264"
"2014","Don Kelly","DET","1B","84.1","2216"
"2017","Allen Cordoba","SDP","SS","159.1","15722"
"2021","Tommy Edman","STL","RF","284.1","19470"
"2012","Brett Wallace","HOU","3B","49.1","8434"
"2015","Mike Napoli","TEX","LF","50.0","3057"
"2004","Andy Machado","CIN","SS","149.0","1853"
"2004","Willie Bloomquist","SEA","SS","139.1","1066"
"2007","Jason Phillips","TOR","C","363.2","892"
"2003","Shea Hillenbrand","- - -","3B","507.0","196"
"2003","Mark DeRosa","ATL","3B","169.1","1392"
"2019","Luis Urias","SDP","SS","341.2","16622"
"2002","Bry Nelson","BOS","2B","56.0","203"
"2017","Darwin Barney","TOR","SS","54.0","2430"
"2015","Allan Dykstra","TBR","1B","87.0","9113"
"2016","Neil Walker","NYM","2B","961.2","7539"
"2006","Ramon Martinez","LAD","3B","86.2","1120"
"2005","Pablo Ozuna","CHW","LF","65.0","1469"
"2022","Eddy Alvarez","LAD","RF","29.0","16959"
"2008","Donnie Murphy","OAK","SS","88.0","4704"
"2017","Jay Bruce","- - -","1B","91.0","9892"
"2009","Xavier Nady","NYY","RF","46.0","1658"
"2019","Oscar Mercado","CLE","LF","180.0","16375"
"2009","Dane Sardinha","DET","C","92.2","353"
"2019","Harold Castro","DET","2B","296.1","14691"
"2003","Raul Ibanez","KCR","1B","167.0","607"
"2019","Mark Reynolds","COL","1B","234.0","7619"
"2003","Melvin Mora","BAL","CF","82.0","157"
"2004","Terrence Long","SDP","CF","198.1","927"
"2005","Edgar Renteria","BOS","SS","1293.0","1178"
"2008","Ronnie Belliard","WSN","3B","215.1","677"
"2005","J.T. Snow","SFG","1B","825.2","1133"
"2010","Brendan Harris","MIN","SS","75.0","2178"
"2015","Marc Krauss","- - -","1B","142.2","7577"
"2003","Aubrey Huff","TBD","1B","181.1","1213"
"2019","Matt Skole","CHW","1B","78.0","12119"
"2021","Andrew Velazquez","NYY","SS","180.1","14196"
"2006","Robert Fick","WSN","RF","32.0","466"
"2008","Jeff Baker","COL","1B","128.2","2073"
"2009","Matt Stairs","PHI","RF","51.0","1384"
"2015","Tom Murphy","COL","C","90.1","13499"
"2022","Kyle Stowers","BAL","LF","83.0","26151"
"2022","Gabriel Arias","CLE","3B","73.0","22563"
"2005","Desi Relaford","COL","SS","281.1","1096"
"2002","Marty Cordova","BAL","LF","620.1","132"
"2013","Jeff Baker","TEX","3B","58.2","2073"
"2014","Justin Maxwell","KCR","CF","45.0","6827"
"2014","Munenori Kawasaki","TOR","2B","444.2","13047"
"2021","Emmanuel Rivera","KCR","3B","222.1","19890"
"2014","Tyler Moore","WSN","1B","164.2","7244"
"2010","Magglio Ordonez","DET","RF","608.2","248"
"2002","Jose Vizcaino","HOU","3B","199.1","577"
"2009","Willie Bloomquist","KCR","CF","164.1","1066"
"2005","Aaron Boone","CLE","3B","1249.2","311"
"2022","MJ Melendez","KCR","LF","197.2","22197"
"2008","Steve Holm","SFG","C","210.1","3472"
"2004","Bobby Hill","PIT","2B","255.0","283"
"2002","Mark Quinn","KCR","RF","123.0","621"
"2006","Luke Scott","HOU","RF","78.1","3469"
"2009","Clete Thomas","DET","LF","142.0","3373"
"2007","Mark DeRosa","CHC","1B","55.2","1392"
"2015","Shane Peterson","MIL","CF","159.2","7423"
"2013","Derek Jeter","NYY","SS","109.2","826"
"2019","Max Muncy","LAD","1B","402.2","13301"
"2017","Josh Rutledge","BOS","3B","138.2","11167"
"2019","Ryan Goins","CHW","RF","31.2","9807"
"2019","Michael Chavis","BOS","1B","401.1","17321"
"2002","Eric Owens","FLA","RF","236.0","534"
"2015","Brandon Guyer","TBR","RF","226.1","2636"
"2011","Eric Thames","TOR","RF","223.0","3711"
"2011","Brandon Allen","- - -","1B","440.1","7436"
"2009","Travis Buck","OAK","LF","29.0","4646"
"2019","Danny Santana","TEX","3B","65.0","10322"
"2022","Jake McCarthy","ARI","RF","312.1","21622"
"2020","Jeimer Candelario","DET","1B","345.1","13621"
"2015","Eduardo Escobar","MIN","LF","236.1","6153"
"2012","Blake Lalli","CHC","C","26.2","9246"
"2021","Corey Dickerson","- - -","LF","586.0","10762"
"2021","Nick Martini","CHC","RF","42.0","12005"
"2002","Izzy Alcantara","MIL","LF","15.0","1558"
"2013","Mark Kotsay","SDP","LF","117.2","1042"
"2016","George Springer","HOU","RF","1308.0","12856"
"2017","Eduardo Nunez","BOS","2B","213.2","6848"
"2021","Drew Butera","LAA","C","98.0","3411"
"2018","Adam Frazier","PIT","RF","70.1","15223"
"2016","Scott Schebler","CIN","CF","133.0","12225"
"2013","Daniel Murphy","NYM","1B","62.0","4316"
"2012","Brandon Moss","OAK","RF","98.0","4467"
"2005","Bernie Castro","BAL","2B","96.0","2096"
"2010","Bobby Scales","CHC","3B","39.0","2673"
"2007","Timo Perez","DET","LF","158.0","891"
"2012","Tsuyoshi Nishioka","MIN","2B","26.0","11531"
"2017","John Jaso","PIT","1B","106.2","5887"
"2015","Corey Hart","PIT","1B","47.2","1945"
"2002","Larry Walker","COL","RF","1037.0","455"
"2020","Max Muncy","LAD","3B","135.0","13301"
"2005","Terrence Long","KCR","RF","128.0","927"
"2015","Kyle Schwarber","CHC","C","136.0","16478"
"2007","Kevin Thompson","- - -","CF","19.0","7044"
"2017","Gerardo Parra","COL","RF","168.2","8553"
"2021","Wilmer Flores","SFG","2B","182.0","5827"
"2008","Gabe Kapler","MIL","RF","66.0","1256"
"2016","Danny Santana","MIN","CF","324.1","10322"
"2002","Mark Loretta","- - -","SS","106.2","1383"
"2011","Juan Francisco","CIN","3B","186.2","6978"
"2005","Preston Wilson","WSN","RF","17.0","545"
"2012","Joe Mather","CHC","RF","54.2","3714"
"2011","Angel Sanchez","HOU","3B","73.0","3492"
"2019","Melky Cabrera","PIT","LF","168.0","4022"
"2006","Kevin Witt","TBD","1B","37.0","362"
"2007","Garrett Jones","MIN","1B","63.0","2714"
"2021","Justin Williams","STL","RF","154.2","15490"
"2008","Matt Joyce","DET","RF","161.0","3353"
"2008","Ryan Sweeney","OAK","LF","43.0","6352"
"2007","Jason Tyner","MIN","CF","85.0","1232"
"2004","Shane Halter","ANA","3B","213.1","468"
"2020","Miguel Andujar","NYY","LF","41.0","15878"
"2020","Eddie Rosario","MIN","LF","438.1","12155"
"2022","Juan Lagares","LAA","RF","55.2","5384"
"2002","Mike Lamb","TEX","C","7.0","1258"
"2002","Wilton Guerrero","- - -","3B","34.0","1378"
"2007","Ty Wigginton","TBD","2B","321.0","1491"
"2018","Cesar Hernandez","PHI","2B","1349.2","10556"
"2006","Esteban German","KCR","2B","164.0","1449"
"2016","Michael Bourn","- - -","RF","131.0","6387"
"2017","JaCoby Jones","DET","CF","362.2","14818"
"2022","Luis Gonzalez","SFG","LF","241.0","20332"
"2002","Rusty Greer","TEX","RF","51.2","1252"
"2008","Greg Norton","ATL","LF","137.2","1388"
"2002","Adam Piatt","OAK","RF","61.0","935"
"2012","Don Kelly","DET","LF","117.1","2216"
"2011","Paul Janish","CIN","3B","51.2","7412"
"2014","Justin Maxwell","KCR","RF","61.0","6827"
"2010","Aubrey Huff","SFG","RF","243.2","1213"
"2020","Mike Ford","NYY","1B","92.0","15585"
"2014","Brayan Pena","CIN","1B","396.2","3231"
"2019","Aledmys Diaz","HOU","1B","161.2","15937"
"2007","Reed Johnson","TOR","RF","71.2","1702"
"2019","Danny Santana","TEX","1B","370.1","10322"
"2019","Jon Jay","CHW","LF","114.2","5227"
"2011","Mike Fontenot","SFG","2B","155.2","3912"
"2005","Geoff Blum","- - -","1B","92.0","550"
"2020","Isaac Paredes","DET","3B","257.1","20036"
"2020","J.D. Martinez","BOS","LF","22.0","6184"
"2008","Emilio Bonifacio","WSN","2B","325.0","4054"
"2019","Miguel Andujar","NYY","3B","33.0","15878"
"2009","Chad Moeller","BAL","C","239.1","66"
"2020","Freddy Galvis","CIN","SS","261.1","6609"
"2019","Jung Ho Kang","PIT","SS","81.2","17182"
"2007","Marcus Thames","DET","1B","195.1","1523"
"2022","Michael Chavis","PIT","3B","45.0","17321"
"2022","Tyler O'Neill","STL","LF","609.0","15711"
"2017","Tyler Collins","DET","RF","128.2","12723"
"2012","Kirk Nieuwenhuis","NYM","CF","372.1","6400"
"2012","Donnie Murphy","MIA","3B","152.1","4704"
"2019","Rio Ruiz","BAL","1B","42.0","14103"
"2015","Randal Grichuk","STL","RF","93.1","10243"
"2003","Mendy Lopez","KCR","1B","59.0","1458"
"2012","Jason Bourgeois","KCR","CF","130.2","2225"
"2018","Michael Conforto","NYM","CF","501.2","16376"
"2012","Kelly Johnson","TOR","2B","1179.2","2234"
"2015","Cesar Hernandez","PHI","2B","678.1","10556"
"2005","Timo Perez","CHW","LF","175.2","891"
"2021","Phillip Evans","PIT","1B","135.1","12950"
"2018","Austin Meadows","- - -","RF","139.0","15672"
"2002","Enrique Wilson","NYY","3B","114.2","858"
"2021","Jace Peterson","MIL","RF","119.0","12325"
"2018","Austin Meadows","- - -","LF","88.1","15672"
"2003","Ray Olmedo","CIN","SS","383.1","1718"
"2006","Aaron Miles","STL","2B","649.2","1844"
"2009","Chris Richard","TBR","1B","55.0","163"
"2019","Ben Zobrist","CHC","2B","186.0","7435"
"2010","Travis Snider","TOR","RF","245.0","2830"
"2011","Nick Evans","NYM","RF","45.0","7595"
"2013","A.J. Pierzynski","TEX","C","1005.0","746"
"2017","Aaron Altherr","PHI","RF","348.2","11270"
"2018","Jurickson Profar","TEX","1B","173.2","10815"
"2009","Chris Gimenez","CLE","RF","34.0","7324"
"2021","Randy Arozarena","TBR","RF","410.0","19290"
"2019","Danny Santana","TEX","SS","54.0","10322"
"2019","Logan Forsythe","TEX","3B","245.0","7185"
"2018","David Dahl","COL","LF","268.1","13744"
"2002","Esteban German","OAK","2B","77.0","1449"
"2003","Ricky Gutierrez","CLE","3B","47.0","387"
"2020","Adam Duvall","ATL","RF","129.0","10950"
"2015","Andres Blanco","PHI","3B","249.2","1907"
"2022","Daz Cameron","DET","CF","58.1","18353"
"2016","Jake Elmore","MIL","LF","77.0","7290"
"2008","Jeff Baker","COL","2B","369.2","2073"
"2010","Bill Hall","BOS","RF","40.1","1605"
"2010","Pedro Feliz","- - -","3B","804.2","1112"
"2017","Phillip Ervin","CIN","RF","29.0","14738"
"2018","Scooter Gennett","CIN","2B","1210.0","10339"
"2010","Alex Gordon","KCR","RF","25.0","5209"
"2010","Ryan Theriot","CHC","SS","246.0","3811"
"2017","Jon Jay","CHC","LF","326.0","5227"
"2007","Alfredo Amezaga","FLA","3B","46.2","1"
"2018","Niko Goodrum","DET","1B","222.2","12092"
"2015","Gregor Blanco","SFG","CF","319.0","3123"
"2008","Jason Michaels","- - -","RF","293.0","1399"
"2008","Paul Lo Duca","- - -","C","208.2","662"
"2007","Mike Rouse","CLE","2B","69.2","1893"
"2015","Delino DeShields","TEX","LF","240.1","11379"
"2021","DJ LeMahieu","NYY","1B","321.0","9874"
"2010","Joe Mather","STL","CF","72.1","3714"
"2014","Nate Freiman","OAK","1B","217.1","6582"
"2019","Mike Ford","NYY","1B","217.0","15585"
"2009","Asdrubal Cabrera","CLE","2B","244.0","4962"
"2017","Alex Avila","- - -","1B","109.2","7476"
"2014","Tony Gwynn","PHI","LF","39.2","6141"
"2013","Donnie Murphy","CHC","3B","306.2","4704"
"2005","Pablo Ozuna","CHW","2B","29.0","1469"
"2019","Oscar Mercado","CLE","RF","63.0","16375"
"2009","Josh Fields","CHW","3B","421.2","7490"
"2016","Rob Segedin","LAD","1B","31.0","11446"
"2011","Jordan Pacheco","COL","1B","97.0","2677"
"2020","Luis Arraez","MIN","2B","259.0","18568"
"2010","Scott Podsednik","- - -","CF","36.0","1095"
"2015","Evan Gattis","HOU","LF","71.0","11003"
"2015","Austin Jackson","CHC","RF","89.2","9848"
"2022","Vinnie Pasquantino","KCR","1B","306.2","27676"
"2005","Jonny Gomes","TBD","LF","110.0","1845"
"2022","Abraham Almonte","BOS","CF","34.0","5486"
"2015","Elian Herrera","MIL","3B","317.1","5432"
"2017","Tyler Collins","DET","CF","199.2","12723"
"2014","Chris Young","NYM","CF","193.1","3882"
"2010","Ryan Raburn","DET","RF","94.0","2218"
"2010","Mike Lowell","BOS","1B","324.0","527"
"2007","Mark Reynolds","ARI","3B","842.1","7619"
"2004","Wilson Betemit","ATL","SS","74.2","1861"
"2012","Buster Posey","SFG","1B","216.0","9166"
"2017","Rhys Hoskins","PHI","LF","237.1","16472"
"2017","Nicky Delmonico","CHW","LF","221.1","13157"
"2014","Eric Sogard","OAK","SS","108.1","7927"
"2020","Darin Ruf","SFG","LF","106.0","9929"
"2014","David DeJesus","TBR","CF","21.0","1825"
"2019","Yuli Gurriel","HOU","1B","894.2","19198"
"2009","Ken Griffey Jr.","SEA","LF","60.0","327"
"2021","Brett Gardner","NYY","LF","223.1","9927"
"2017","John Hicks","DET","1B","181.0","12547"
"2020","Rowdy Tellez","TOR","1B","152.2","15679"
"2009","John Hester","ARI","C","53.0","877"
"2014","Carl Crawford","LAD","LF","736.0","1201"
"2019","Jeff McNeil","NYM","LF","371.0","15362"
"2004","Jeromy Burnitz","COL","LF","151.2","867"
"2012","Jack Hannahan","CLE","3B","724.1","3692"
"2022","Nate Eaton","KCR","3B","112.2","25055"
"2016","Tyler Goeddel","PHI","LF","427.1","13180"
"2012","Leonys Martin","TEX","CF","105.0","11846"
"2013","Daniel Descalso","STL","SS","401.2","8392"
"2020","Willi Castro","DET","SS","212.1","17338"
"2012","John Mayberry","PHI","LF","330.0","3390"
"2002","Mark Bellhorn","CHC","3B","253.0","264"
"2022","P.J. Higgins","CHC","3B","25.0","18433"
"2016","Adam Frazier","PIT","2B","100.0","15223"
"2014","Asdrubal Cabrera","- - -","SS","823.2","4962"
"2019","Hunter Dozier","KCR","RF","157.1","15117"
"2004","Bucky Jacobsen","SEA","1B","175.0","2368"
"2003","Paul Lo Duca","LAD","1B","160.2","662"
"2013","Darnell McDonald","CHC","RF","55.0","1867"
"2017","Luke Voit","STL","1B","186.0","14811"
"2022","Luke Voit","- - -","1B","306.0","14811"
"2012","Mark DeRosa","WSN","RF","48.0","1392"
"2015","Brennan Boesch","CIN","CF","60.0","914"
"2020","Hanser Alberto","BAL","2B","412.2","11902"
"2014","Jordan Pacheco","- - -","1B","101.0","2677"
"2016","Sean Rodriguez","PIT","1B","174.1","6589"
"2017","Mark Canha","OAK","CF","124.0","11445"
"2019","Tommy La Stella","LAA","2B","346.1","12371"
"2018","Victor Caratini","CHC","C","290.2","14968"
"2014","Mike Olt","CHC","3B","395.1","10698"
"2012","Ronny Paulino","BAL","C","85.1","2129"
"2018","Jose Fernandez","LAA","1B","207.0","19254"
"2018","David Dahl","COL","CF","50.0","13744"
"2019","Jake Elmore","PIT","3B","22.1","7290"
"2015","James Jones","SEA","CF","82.1","9767"
"2016","Pedro Alvarez","BAL","3B","53.0","2495"
"2002","Wes Helms","ATL","RF","23.0","94"
"2002","John Valentin","NYM","1B","104.0","1375"
"2014","Jake Goebbert","SDP","1B","170.0","9431"
"2020","A.J. Pollock","LAD","LF","198.0","9256"
"2003","Ricky Gutierrez","CLE","SS","77.0","387"
"2016","Chad Pinder","OAK","2B","80.0","15191"
"2018","Odubel Herrera","PHI","RF","53.0","11476"
"2013","Eduardo Escobar","MIN","3B","135.1","6153"
"2009","Mark DeRosa","- - -","1B","49.0","1392"
"2018","Yairo Munoz","STL","RF","55.1","16313"
"2011","Michael Martinez","PHI","LF","10.0","7358"
"2014","Tommy Medica","SDP","1B","316.0","11147"
"2016","Josh Phegley","OAK","C","199.2","9308"
"2010","Aaron Miles","STL","3B","25.0","1844"
"2008","Joaquin Arias","TEX","2B","225.0","3817"
"2014","George Kottaras","- - -","C","82.0","5506"
"2022","Matt Wallner","MIN","RF","138.2","26466"
"2010","Brandon Boggs","TEX","RF","17.0","8021"
"2016","Alejandro De Aza","NYM","RF","83.1","3371"
"2002","Brad Wilkerson","MON","1B","191.1","804"
"2019","Rosell Herrera","MIA","RF","60.1","11611"
"2015","Jimmy Paredes","BAL","3B","12.0","5481"
"2010","Jay Gibbons","LAD","LF","106.0","141"
"2004","Jay Gibbons","BAL","1B","112.2","141"
"2011","Brent Lillibridge","CHW","2B","19.0","3501"
"2011","Dusty Brown","PIT","C","78.0","3420"
"2004","Jorge Cantu","TBD","2B","274.0","2521"
"2010","Eric Patterson","- - -","LF","268.1","9072"
"2022","Gavin Lux","LAD","LF","205.1","19955"
"2006","Daryle Ward","- - -","1B","61.0","579"
"2015","Brett Wallace","SDP","1B","99.0","8434"
"2004","Alex Rios","TOR","CF","21.0","2090"
"2019","Tyler Austin","- - -","1B","127.1","11850"
"2010","Chris Iannetta","COL","C","443.0","8267"
"2009","Eugenio Velez","SFG","CF","65.1","3893"
"2020","Ramon Urias","BAL","SS","35.0","18795"
"2015","Jonathan Villar","HOU","SS","166.1","10071"
"2012","Alex Liddi","SEA","LF","46.0","5411"
"2004","Marlon Anderson","STL","RF","32.2","947"
"2004","Greg Norton","DET","LF","15.1","1388"
"2010","Nolan Reimold","BAL","LF","175.0","3441"
"2004","John Mabry","STL","1B","98.0","1381"
"2010","Matt LaPorta","CLE","LF","53.0","2280"
"2008","Emmanuel Burriss","SFG","SS","315.0","2917"
"2014","Mark Trumbo","ARI","LF","358.2","6876"
"2022","Alex Kirilloff","MIN","1B","131.2","20325"
"2021","Asdrubal Cabrera","- - -","1B","122.1","4962"
"2012","Nick Hundley","SDP","C","492.0","3376"
"2010","Chris Davis","TEX","1B","298.2","9272"
"2003","Quinton McCracken","ARI","CF","93.0","1377"
"2017","Manny Machado","BAL","3B","1370.0","11493"
"2008","Ken Griffey Jr.","CHW","CF","250.0","327"
"2018","Billy McKinney","- - -","LF","181.0","15654"
"2022","Heliot Ramos","SFG","RF","41.0","22515"
"2012","Jordany Valdespin","NYM","SS","18.2","5098"
"2005","Mike Edwards","LAD","LF","223.1","1850"
"2021","Juan Lagares","LAA","RF","230.1","5384"
"2022","Ryan O'Hearn","KCR","RF","77.0","16442"
"2021","Luis Rengifo","LAA","RF","87.0","19858"
"2005","John Rodriguez","STL","RF","38.1","2338"
"2011","Mark Kotsay","MIL","CF","58.0","1042"
"2013","Justin Maxwell","- - -","CF","219.0","6827"
"2019","Chris Iannetta","COL","C","338.2","8267"
"2008","Martin Prado","ATL","1B","124.1","3312"
"2014","Charlie Blackmon","COL","LF","114.1","7859"
"2011","Nolan Reimold","BAL","LF","593.2","3441"
"2006","Tony Batista","MIN","3B","434.0","124"
"2008","Jose Bautista","- - -","3B","766.1","1887"
"2017","Cliff Pennington","LAA","3B","108.0","3395"
"2010","Ty Wigginton","BAL","3B","166.0","1491"
"2015","Domingo Santana","- - -","CF","161.2","10348"
"2005","Terrence Long","KCR","CF","35.0","927"
"2015","Matt den Dekker","WSN","LF","156.0","11385"
"2004","Julio Lugo","TBD","2B","69.0","565"
"2006","Stephen Drew","ARI","SS","480.1","4251"
"2005","Wilson Betemit","ATL","SS","136.1","1861"
"2022","Luis Robert","CHW","CF","781.2","20043"
"2003","Chris Gomez","MIN","SS","102.2","1208"
"2002","Ruben Sierra","SEA","LF","415.2","1099"
