"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","GB","FB","LD","IFFB","Pitches","Balls","Strikes","IFH","BU","BUH","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","wOBA","wRAA","wRC","Bat","Fld","Rep","Pos","RAR","WAR","Dol","Spd","wRC+","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","BsR","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","Def","wSB","UBR","Age Rng","Off","Lg","wGDP","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","AVG+","BB%+","K%+","OBP+","SLG+","ISO+","BABIP+","LD+%","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xBA","xSLG","xwOBA","L-WAR","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Doug Jones","MIL","75","1","0","0","0","0","100.0%","0.0%",".000",".000",".000","1.000",".000",".714","","343","0.0","0.3","0.1","0.0","40","75","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".000","","","","","","","","","","","100.0%","0.0%","1.00","1.000",".000","1.000",".000",".000","","","","","","","","",".714","0.3","0","0.3","0.0","0.0","0.1","0.5","0.0","","0.1","343","0.03","0.00","0.03","0.14","0.01","1.47","","0","0.02","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.0","","40 - 40","0.3","0.0","","","","","","","","100.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1105","0","293","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.0","75","1","0","0","0","0","100.0%","0.0%",".000",".000",".000","1.000",".000",".714","","343","0.0","0.3","0.1","0.0","1006552"
"Omar Olivares","- - -","35","5","0","2","2","0","0.0%","20.0%",".400",".750",".600",".600","1.000",".677","","321","0.0","1.4","0.6","0.2","29","35","5","5","3","2","0","1","0","2","2","0","0","1","0","0","0","0","0","0",".600","","","","","","","","","","","0.0%","20.0%","0.00",".600","1.000","1.600",".400",".750","","","","","","","","",".677","1.4","2","1.4","0.0","0.2","0.6","2.1","0.2","","5.1","321","0.02","-0.22","0.23","1.00","0.07","1.41","","0","0.06","-0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","0.0","","29 - 29","1.4","0.0","","","","","","","","20.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","221","0","121","176","233","253","248","","","","","","","","","","","","","","","","","","0","","","","","","0.2","35","5","0","2","2","0","0.0%","20.0%",".400",".750",".600",".600","1.000",".677","","321","0.0","1.4","0.6","0.2","1009771"
"Bob Natal","FLA","4","7","1","2","3","0","28.6%","0.0%","1.000",".250",".500",".571","1.500",".672","","324","0.0","2.0","0.1","0.2","31","4","4","7","2","0","1","0","1","2","3","2","0","0","0","1","0","0","0","0",".500","","","","","","","","","","","28.6%","0.0%","2.00",".571","1.500","2.071","1.000",".250","","","","","","","","",".672","2.0","3","2.0","0.0","0.2","0.1","2.3","0.2","","1.6","324","0.13","-0.01","0.14","2.71","0.28","0.49","","0","0.17","0.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.0","","31 - 31","2.0","0.0","","","","","","","","42.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185","312","0","167","353","649","82","","","","","","","","","","","","","","","","","","0","","","","","","0.2","4","7","1","2","3","0","28.6%","0.0%","1.000",".250",".500",".571","1.500",".672","","324","0.0","2.0","0.1","0.2","1009461"
"Roger Clemens","TOR","34","3","0","1","0","0","33.3%","0.0%",".500",".500",".500",".667","1.000",".658","","309","0.0","0.8","0.3","0.1","34","34","2","3","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0",".500","","","","","","","","","","","33.3%","0.0%","1.00",".667","1.000","1.667",".500",".500","","","","","","","","",".658","0.8","1","0.8","0.0","0.1","0.3","1.2","0.1","","2.6","309","0.11","0.00","0.11","1.62","0.16","0.58","","0","0.17","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.0","","34 - 34","0.8","0.0","","","","","","","","33.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184","368","0","196","233","317","165","","","","","","","","","","","","","","","","","","0","","","","","","0.1","34","3","0","1","0","0","33.3%","0.0%",".500",".500",".500",".667","1.000",".658","","309","0.0","0.8","0.3","0.1","815"
"Ken Hill","ANA","12","3","0","0","2","0","0.0%","33.3%",".500","1.000",".500",".500","1.000",".630","","291","0.0","0.7","0.3","0.1","31","12","2","3","1","0","1","0","0","0","2","0","0","1","0","0","1","0","0","0",".500","","","","","","","","","","","0.0%","33.3%","0.00",".500","1.000","1.500",".500","1.000","","","","","","","","",".630","0.7","1","0.7","0.0","0.1","0.3","1.2","0.1","","0.1","291","0.22","-0.03","0.24","1.55","0.15","1.24","","0","0.07","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.0","","31 - 31","0.7","0.0","","","","","","","","33.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184","0","202","147","233","317","331","","","","","","","","","","","","","","","","","","0","","","","","","0.1","12","3","0","0","2","0","0.0%","33.3%",".500","1.000",".500",".500","1.000",".630","","291","0.0","0.7","0.3","0.1","1005827"
"Jim Pittsley","KCR","21","2","0","0","0","0","0.0%","50.0%",".500","1.000",".500",".500","1.000",".630","","290","0.0","0.5","0.2","0.1","23","21","2","2","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","","","","","","","","","","","0.0%","50.0%","0.00",".500","1.000","1.500",".500","1.000","","","","","","","","",".630","0.5","1","0.5","0.0","0.1","0.2","0.8","0.1","","0.1","290","0.01","-0.02","0.02","-0.02","0.00","0.59","","0","0.03","-0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.0","","23 - 23","0.5","0.0","","","","","","","","50.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184","0","303","147","233","317","331","","","","","","","","","","","","","","","","","","0","","","","","","0.1","21","2","0","0","0","0","0.0%","50.0%",".500","1.000",".500",".500","1.000",".630","","290","0.0","0.5","0.2","0.1","1010379"
"Dennis Cook","FLA","61","9","1","2","2","0","0.0%","0.0%",".333",".500",".556",".556",".889",".624","","292","0.0","2.2","1.0","0.3","34","61","9","9","5","4","0","0","1","2","2","0","0","0","0","0","0","0","0","0",".556","","","","","","","","","","","0.0%","0.0%","0.00",".556",".889","1.444",".333",".500","","","","","","","","",".624","2.2","3","2.2","0.0","0.3","1.0","3.5","0.3","","1.1","292","0.19","-0.10","0.28","1.83","0.20","1.21","2.77","2","0.37","-0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","0.0","","34 - 34","2.2","0.0","","","","","","","","11.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205","0","0","162","209","216","165","","","","","","","","","","","","","","","","","","0","","","","","","0.3","61","9","1","2","2","0","0.0%","0.0%",".333",".500",".556",".556",".889",".624","","292","0.0","2.2","1.0","0.3","8"
"Greg McMichael","NYM","73","3","0","0","0","0","0.0%","33.3%",".000","1.000",".667",".667",".667",".600","","277","0.0","0.7","0.3","0.1","30","73","3","3","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".667","","","","","","","","","","","0.0%","33.3%","0.00",".667",".667","1.333",".000","1.000","","","","","","","","",".600","0.7","1","0.7","0.0","0.1","0.3","1.1","0.1","","0.1","277","0.01","0.00","0.01","-0.13","-0.01","0.41","","0","0.01","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.0","","30 - 30","0.7","0.0","","","","","","","","33.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","246","0","203","195","157","0","329","","","","","","","","","","","","","","","","","","0","","","","","","0.1","73","3","0","0","0","0","0.0%","33.3%",".000","1.000",".667",".667",".667",".600","","277","0.0","0.7","0.3","0.1","1008640"
"Henry Blanco","LAD","3","5","1","1","1","0","0.0%","20.0%",".600",".333",".400",".400","1.000",".583","","268","0.0","1.1","0.0","0.1","25","3","5","5","2","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0",".400","","","","","","","","","","","0.0%","20.0%","0.00",".400","1.000","1.400",".600",".333","","","","","","","","",".583","1.0","2","1.1","0.0","0.2","0.0","1.2","0.1","","0.1","268","-0.01","-0.05","0.04","0.39","0.03","0.42","0.00","2","0.11","-0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","","25 - 25","1.1","0.0","","","","","","","","40.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148","0","122","117","236","390","110","","","","","","","","","","","","","","","","","","0","","","","","","0.1","3","5","1","1","1","0","0.0%","20.0%",".600",".333",".400",".400","1.000",".583","","268","0.0","1.1","0.0","0.1","81"
"Kevin Brown","TEX","4","5","1","1","1","0","0.0%","0.0%",".600",".250",".400",".400","1.000",".583","","255","0.0","1.0","0.1","0.1","24","4","5","5","2","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0",".400","","","","","","","","","","","0.0%","0.0%","0.00",".400","1.000","1.400",".600",".250","","","","","","","","",".583","1.0","2","1.0","0.0","0.2","0.1","1.3","0.1","","0.1","255","-0.04","-0.09","0.05","-0.29","-0.02","0.81","0.00","1","0.24","-0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.0","","24 - 24","1.0","0.0","","","","","","","","20.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148","0","0","117","233","380","83","","","","","","","","","","","","","","","","","","0","","","","","","0.1","4","5","1","1","1","0","0.0%","0.0%",".600",".250",".400",".400","1.000",".583","","255","0.0","1.0","0.1","0.1","178"
"Josh Booty","FLA","4","6","0","2","1","0","16.7%","16.7%",".000",".750",".600",".667",".600",".569","","256","0.0","1.2","0.0","0.1","22","4","5","6","3","3","0","0","0","2","1","1","0","1","0","0","0","0","0","0",".600","","","","","","","","","","","16.7%","16.7%","1.00",".667",".600","1.267",".000",".750","","","","","","","","",".569","1.2","2","1.2","0.0","0.2","0.0","1.4","0.1","","2.6","256","0.05","-0.01","0.06","1.02","0.10","0.48","","0","0.06","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","","22 - 22","1.2","0.0","","","","","","","","33.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222","182","101","195","141","0","247","","","","","","","","","","","","","","","","","","0","","","","","","0.1","4","6","0","2","1","0","16.7%","16.7%",".000",".750",".600",".667",".600",".569","","256","0.0","1.2","0.0","0.1","1001193"
"Darren Oliver","TEX","32","3","0","1","2","0","0.0%","33.3%",".000","1.000",".500",".667",".500",".548","","233","0.0","0.5","0.3","0.1","26","32","2","3","1","1","0","0","0","1","2","0","0","1","1","0","0","0","0","0",".500","","","","","","","","","","","0.0%","33.3%","0.00",".667",".500","1.167",".000","1.000","","","","","","","","",".548","0.5","1","0.5","0.0","0.1","0.3","0.9","0.1","","2.6","233","0.13","-0.01","0.14","1.63","0.13","1.12","","0","0.05","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.0","","26 - 26","0.5","0.0","","","","","","","","33.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184","0","202","196","117","0","331","","","","","","","","","","","","","","","","","","0","","","","","","0.1","32","3","0","1","2","0","0.0%","33.3%",".000","1.000",".500",".667",".500",".548","","233","0.0","0.5","0.3","0.1","206"
"Bobby Witt","TEX","35","6","1","1","2","0","0.0%","16.7%",".667",".250",".333",".333","1.000",".546","","231","0.0","1.0","0.7","0.2","33","35","6","6","2","0","1","0","1","1","2","0","0","1","0","0","0","0","0","0",".333","","","","","","","","","","","0.0%","16.7%","0.00",".333","1.000","1.333",".667",".250","","","","","","","","",".546","1.1","2","1.0","0.0","0.2","0.7","1.9","0.2","","0.1","231","0.13","-0.06","0.19","1.03","0.11","0.70","0.00","1","0.15","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.0","","33 - 33","1.0","0.0","","","","","","","","33.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123","0","101","98","233","422","83","","","","","","","","","","","","","","","","","","0","","","","","","0.2","35","6","1","1","2","0","0.0%","16.7%",".667",".250",".333",".333","1.000",".546","","231","0.0","1.0","0.7","0.2","1014170"
"Joe Hall","DET","2","4","0","1","3","0","0.0%","0.0%",".250",".500",".500",".500",".750",".540","","231","0.0","0.7","0.0","0.1","31","2","4","4","2","1","1","0","0","1","3","0","0","0","0","0","0","0","0","0",".500","","","","","","","","","","","0.0%","0.0%","0.00",".500",".750","1.250",".250",".500","","","","","","","","",".540","0.7","1","0.7","0.0","0.1","0.0","0.8","0.1","","2.6","231","0.21","-0.02","0.23","2.77","0.26","1.05","0.67","1","0.10","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","","31 - 31","0.7","0.0","","","","","","","","0.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184","0","0","147","175","158","165","","","","","","","","","","","","","","","","","","0","","","","","","0.1","2","4","0","1","3","0","0.0%","0.0%",".250",".500",".500",".500",".750",".540","","231","0.0","0.7","0.0","0.1","1005255"
"Darrin Winston","PHI","7","3","0","0","1","0","33.3%","0.0%",".000",".500",".500",".667",".500",".538","","230","0.0","0.5","0.3","0.1","30","7","2","3","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0",".500","","","","","","","","","","","33.3%","0.0%","1.00",".667",".500","1.167",".000",".500","","","","","","","","",".538","0.5","1","0.5","0.0","0.1","0.3","0.9","0.1","","0.1","230","0.08","-0.02","0.10","1.08","0.11","0.97","","0","0.05","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.0","","30 - 30","0.5","0.0","","","","","","","","33.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185","365","0","195","118","0","165","","","","","","","","","","","","","","","","","","0","","","","","","0.1","7","3","0","0","1","0","33.3%","0.0%",".000",".500",".500",".667",".500",".538","","230","0.0","0.5","0.3","0.1","1014142"
"Bobby Estalella","PHI","13","36","4","9","9","0","19.4%","19.4%",".448",".333",".345",".472",".793",".523","","220","0.0","5.5","-0.5","0.6","22","13","29","36","10","5","1","0","4","9","9","7","0","7","0","0","0","2","0","0",".345","","","","","","","","","","","19.4%","19.4%","1.00",".472",".793","1.265",".448",".333","","","","","","","","",".523","5.7","10","5.5","-1.0","1.1","0.5","6.1","0.6","","1.9","220","0.16","-0.59","0.75","3.58","0.36","0.74","0.97","3","0.58","-0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.5","0.0","","22 - 22","5.5","0.0","","","","","","","","50.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","213","118","138","187","291","110","","","","","","","","","","","","","","","","","","0","","","","","","0.6","13","36","4","9","9","0","19.4%","19.4%",".448",".333",".345",".472",".793",".523","","220","0.0","5.5","-0.5","0.6","428"
"Larry Walker","COL","153","664","49","143","130","33","11.7%","13.6%",".354",".367",".366",".452",".720",".488","","177","3.2","68.0","3.4","9.1","30","153","568","664","208","109","46","4","49","143","130","78","14","90","14","4","0","15","33","8",".366","","","","","","","","","","","11.7%","13.6%","0.87",".452",".720","1.172",".354",".367","","","","","","","","",".488","86.1","168","64.8","10.0","20.5","-6.6","92.6","9.1","","6.5","177","6.65","-10.49","17.14","79.54","7.11","0.99","4.37","1","7.94","-1.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.2","","30 - 30","68.0","0.7","","","","","","","","32.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135","128","82","132","170","230","121","","","","","","","","","","","","","","","","","","0","","","","","","9.1","153","664","49","143","130","33","11.7%","13.6%",".354",".367",".366",".452",".720",".488","","177","3.2","68.0","3.4","9.1","455"
"Randy Knorr","HOU","4","8","1","1","1","0","0.0%","25.0%",".375",".400",".375",".375",".750",".477","","197","0.0","1.0","1.0","0.2","28","4","8","8","3","2","0","0","1","1","1","0","0","2","0","0","0","0","0","0",".375","","","","","","","","","","","0.0%","25.0%","0.00",".375",".750","1.125",".375",".400","","","","","","","","",".477","1.0","2","1.0","1.0","0.2","0.0","2.2","0.2","","0.1","197","0.15","-0.08","0.23","0.93","0.10","1.27","","0","0.03","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","0.0","","28 - 28","1.0","0.0","","","","","","","","37.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139","0","152","110","177","244","132","","","","","","","","","","","","","","","","","","0","","","","","","0.2","4","8","1","1","1","0","0.0%","25.0%",".375",".400",".375",".375",".750",".477","","197","0.0","1.0","1.0","0.2","1007050"
"Russ Morman","FLA","4","7","1","3","2","1","0.0%","28.6%",".571",".250",".286",".286",".857",".468","","190","0.2","1.0","-0.1","0.1","35","4","7","7","2","0","1","0","1","3","2","0","0","2","0","0","0","0","1","0",".286","","","","","","","","","","","0.0%","28.6%","0.00",".286",".857","1.143",".571",".250","","","","","","","","",".468","0.8","2","0.8","0.0","0.2","-0.1","1.2","0.1","","5.0","190","0.09","-0.08","0.17","1.75","0.18","0.69","1.21","2","0.15","-0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.1","0.2","","35 - 35","1.0","0.0","","","","","","","","42.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","0","174","83","202","371","82","","","","","","","","","","","","","","","","","","0","","","","","","0.1","4","7","1","3","2","1","0.0%","28.6%",".571",".250",".286",".286",".857",".468","","190","0.2","1.0","-0.1","0.1","1009194"
